yyyyddd, (0) Northern_Hemisphere, (1) Beaufort_Sea, (2) Chukchi_Sea, (3) East_Siberian_Sea, (4) Laptev_Sea, (5) Kara_Sea, (6) Barents_Sea, (7) Greenland_Sea, (8) Baffin_Bay_Gulf_of_St._Lawrence, (9) Canadian_Archipelago, (10) Hudson_Bay, (11) Central_Arctic, (12) Bering_Sea, (13) Baltic_Sea, (14) Sea_of_Okhotsk, (15) Yellow_Sea, (16) Cook_Inlet
 2024138,12553555.02, 1061141.58,  948236.50, 1087639.63,  888049.26,  908924.44,  518539.97,  658820.08,  948438.89,  836778.62, 1091129.18, 3225925.51,  271992.57,    8582.25,   97763.02,       0.00,       0.00
 2024139,12522465.70, 1060890.93,  947855.50, 1087639.63,  888049.26,  906653.65,  507187.88,  667104.16,  943923.71,  832149.10, 1082487.93, 3231515.91,  264456.52,    8582.25,   92375.75,       0.00,       0.00
 2024140,12441344.21, 1060404.42,  946989.69, 1087639.63,  887971.92,  905054.18,  501500.84,  657810.38,  938365.74,  826073.69, 1058325.09, 3233434.49,  242271.49,    8582.25,   85326.90,       0.00,       0.00
 2024141,12319425.28, 1059788.35,  940997.95, 1087639.63,  887971.92,  894776.14,  495988.51,  628651.53,  941328.97,  826073.69, 1030834.92, 3235003.46,  237189.09,    8582.25,   42979.31,       0.00,       0.00
 2024142,12297149.83, 1057579.95,  942934.75, 1087639.63,  891862.83,  899147.68,  491904.13,  636261.22,  944975.91,  819977.26, 1014245.85, 3235003.46,  219095.54,    8582.25,   46237.91,       0.00,       0.00
 2024143,12219528.87, 1054752.97,  934972.79, 1088625.79,  891862.83,  908127.80,  487939.22,  600677.17,  942801.25,  822788.43,  995717.71, 3232868.69,  207421.09,    8582.25,   40689.43,       0.00,       0.00
 2024144,12262800.47, 1051242.17,  933457.90, 1081230.25,  883868.82,  908248.70,  529465.70,  621627.13,  942635.04,  819143.85,  991585.94, 3243368.31,  210968.81,    1879.14,   42390.36,       0.00,       0.00
 2024145,12152580.07, 1038095.37,  934277.07, 1081230.25,  883868.82,  905016.66,  515733.91,  619615.01,  927332.73,  803709.25,  968410.48, 3240614.87,  190229.68,     987.52,   41836.81,       0.00,       0.00
 2024146,12013946.72, 1037748.34,  934491.10, 1081230.25,  883868.82,  897380.63,  444271.13,  594213.81,  914404.76,  810063.21,  968133.35, 3236046.74,  170036.34,     987.52,   39415.61,       0.00,       0.00
 2024147,11953446.48, 1037748.34,  920558.17, 1081230.25,  883910.31,  889079.56,  434284.14,  605238.38,  917525.58,  811776.27,  952130.59, 3239288.74,  140656.99,     987.52,   37470.52,       0.00,       0.00
 2024148,11957914.41, 1034853.01,  926036.04, 1081230.25,  883910.31,  888707.23,  456102.31,  591820.00,  924112.28,  801876.77,  945777.48, 3245018.80,  138169.71,     987.52,   37470.52,       0.00,       0.00
 2024149,12000848.39, 1035574.54,  917664.14, 1078815.63,  876855.24,  894984.67,  511664.99,  597753.06,  932891.04,  800889.22,  938402.28, 3245125.77,  141137.80,     987.52,   26283.32,       0.00,       0.00
 2024150,11855130.71, 1022616.04,  918310.94, 1080221.52,  837136.81,  887961.37,  474438.03,  614361.06,  882986.08,  782646.81,  948739.87, 3239765.20,  137296.94,     302.78,   26814.22,       0.00,       0.00
 2024151,11789527.84, 1021827.07,  914906.26, 1078730.53,  830262.06,  896451.51,  449776.95,  624717.76,  884970.93,  781619.82,  938136.59, 3240729.51,  102911.77,     302.78,   22651.28,       0.00,       0.00
 2024152,11711017.73, 1019687.17,  912627.23, 1074396.01,  825014.68,  884051.15,  440623.16,  638397.08,  878346.06,  778757.48,  900741.19, 3233037.79,  101717.89,     302.78,   21527.62,       0.00,       0.00
 2024153,11743686.86, 1023995.39,  913257.07, 1074396.01,  825014.68,  881922.03,  442748.06,  636034.56,  911104.95,  778961.39,  914707.11, 3232396.88,   87490.99,     302.78,   19483.75,       0.00,       0.00
 2024154,11706289.45, 1026846.27,  914195.94, 1074043.32,  824074.70,  873876.80,  456633.14,  640747.63,  900521.28,  780689.06,  901650.05, 3228954.02,   62717.94,       0.00,   19483.75,       0.00,       0.00
 2024155,11629890.37, 1022456.92,  913485.88, 1073445.29,  815765.92,  872615.55,  469650.20,  642450.20,  867653.97,  773138.00,  875519.20, 3224036.34,   58613.79,       0.00,   19552.79,       0.00,       0.00
 2024156,11587773.46, 1018424.46,  908528.58, 1074110.91,  809835.36,  867573.97,  468958.81,  654360.76,  848350.03,  773389.18,  870089.57, 3222700.91,   51946.23,       0.00,   17911.49,       0.00,       0.00
